TIME,CH1,CH2,,TIME,MATH
2.73E+05,1.94,-0.94,,5.45E+06,0.00109375
2.73E+05,1.94,-0.94,,5.46E+06,0.00109375
2.74E+05,1.94,-0.94,,5.48E+06,0.00109375
2.74E+05,1.98,-0.98,,5.49E+06,0.00109375
2.75E+05,1.94,-0.94,,5.50E+06,0.00109375
2.76E+05,1.98,-0.94,,5.51E+06,0.00109375
2.76E+05,1.94,-0.94,,5.53E+06,0.00109375
2.77E+05,1.98,-0.94,,5.54E+06,0.00109375
2.78E+05,1.94,-0.94,,5.55E+06,0.00109375
2.78E+05,1.94,-0.94,,5.56E+06,0.00109375
2.79E+05,1.94,-0.94,,5.58E+06,0.00109375
2.79E+05,1.94,-0.94,,5.59E+06,0.00109375
2.80E+05,1.94,-0.94,,5.60E+06,0.00109375
2.81E+05,1.94,-0.94,,5.61E+06,0.00109375
2.81E+05,1.94,-0.94,,5.63E+06,0.00109375
2.82E+05,1.94,-0.94,,5.64E+06,0.00164063
2.83E+05,1.94,-0.94,,5.65E+06,0.00226562
2.83E+05,1.94,-0.94,,5.66E+06,0.00164063
2.84E+05,1.94,-0.94,,5.68E+06,0.00109375
2.84E+05,1.94,-0.94,,5.69E+06,0.00164063
2.85E+05,1.94,-0.94,,5.70E+06,0.00226562
2.86E+05,1.94,-0.94,,5.71E+06,0.00195312
2.86E+05,1.94,-0.94,,5.73E+06,0.00171875
2.87E+05,1.94,-0.94,,5.74E+06,0.00140625
2.88E+05,1.94,-0.94,,5.75E+06,0.00109375
2.88E+05,1.94,-0.94,,5.76E+06,0.00140625
2.89E+05,1.94,-0.94,,5.78E+06,0.00171875
