wave,inten,std
4645.290,2.739,0.121
4649.685,2.521,0.117
4654.079,2.505,0.117
4658.474,2.789,0.121
4662.868,2.914,0.122
4667.262,2.805,0.119
4671.656,2.694,0.118
4676.050,2.807,0.119
4680.444,3.136,0.124
4684.838,3.128,0.123
4689.231,3.541,0.128
4693.625,3.064,0.121
4698.018,3.109,0.121
4702.411,3.033,0.120
4706.804,2.721,0.115
4711.197,2.801,0.116
4715.590,2.365,0.109
4719.983,2.226,0.108
4724.375,2.348,0.109
4728.768,2.553,0.112
4733.160,2.603,0.113
4737.552,2.756,0.115
4741.944,2.779,0.114
4746.336,2.587,0.111
4750.728,2.561,0.110
4755.120,2.752,0.114
4759.511,2.614,0.110
4763.903,2.636,0.110
4768.294,2.739,0.112
4772.685,2.359,0.106
4777.077,2.765,0.111
4781.468,2.580,0.110
4785.858,2.920,0.114
4790.249,2.579,0.109
4794.640,2.344,0.105
4799.031,2.495,0.108
4803.421,2.765,0.111
4807.811,2.861,0.113
4812.202,2.947,0.113
4816.592,2.631,0.110
4820.982,2.779,0.113
4825.372,3.301,0.119
4829.761,2.816,0.113
4834.151,3.067,0.117
4838.541,2.907,0.113
4842.930,2.779,0.114
4847.319,2.944,0.114
4851.709,3.282,0.121
4856.098,3.406,0.122
4860.487,3.836,0.128
4864.876,4.480,0.136
4869.265,4.885,0.140
4873.653,5.153,0.144
4878.042,5.154,0.144
4882.431,4.970,0.142
4886.819,4.399,0.136
4891.207,4.092,0.131
4895.595,3.306,0.121
4899.984,3.163,0.119
4904.372,3.313,0.121
4908.759,3.340,0.121
4913.147,3.182,0.119
4917.535,3.185,0.119
4921.923,3.160,0.119
4926.310,2.843,0.115
4930.698,3.185,0.120
4935.085,2.957,0.118
4939.472,2.928,0.117
4943.859,3.677,0.126
4948.246,4.067,0.132
4952.633,4.882,0.142
4957.020,5.835,0.153
4961.407,8.392,0.179
4965.793,14.775,0.231
4970.180,18.272,0.256
4974.566,20.595,0.271
4978.953,17.758,0.253
4983.339,16.247,0.243
4987.725,9.178,0.188
4992.111,7.140,0.169
4996.497,7.558,0.174
5000.883,10.280,0.197
5005.269,16.882,0.247
5009.655,24.558,0.294
5014.040,35.503,0.351
5018.426,47.879,0.406
5022.811,51.837,0.422
5027.197,46.296,0.399
5031.582,35.141,0.349
5035.967,25.392,0.299
5040.352,15.903,0.241
5044.737,7.953,0.178
5049.122,5.509,0.153
5053.507,4.097,0.136
5057.892,3.733,0.133
5062.277,3.873,0.135
5066.661,3.373,0.129
5071.046,3.246,0.128
5075.430,3.659,0.134
5079.814,3.738,0.134
5084.199,3.507,0.133
5088.583,3.698,0.135
5092.967,2.753,0.123
5097.351,2.849,0.123
5101.735,3.780,0.136
5106.119,2.727,0.121
5110.503,3.723,0.134
5114.886,3.034,0.126
5119.270,2.918,0.124
5123.654,3.001,0.126
5128.037,3.213,0.129
5132.421,2.714,0.122
5136.804,3.162,0.127
5141.187,2.901,0.125
5145.570,2.650,0.123
5149.954,2.897,0.126
5154.337,3.037,0.128
5158.720,3.109,0.128
5163.102,3.885,0.137
5167.485,3.155,0.130
5171.868,2.936,0.126
5176.251,3.395,0.132
5180.633,3.090,0.128
5185.016,2.918,0.127
5189.398,2.667,0.123
5193.781,3.298,0.132
5198.163,3.177,0.129
5202.545,3.378,0.132
5206.928,3.373,0.133
5211.310,3.397,0.133
5215.692,3.690,0.136
5220.074,3.380,0.133
5224.456,3.816,0.137
5228.838,3.718,0.136
5233.220,3.396,0.133
5237.601,3.450,0.134
5241.983,3.369,0.133
5246.365,3.223,0.132
5250.746,3.362,0.133
5255.128,3.435,0.135
5259.509,3.589,0.136
5263.891,3.661,0.137
5268.272,3.361,0.133
5272.653,3.818,0.139
5277.034,3.470,0.135
5281.416,3.362,0.133
5285.797,3.015,0.129
5290.178,3.690,0.136
5294.559,3.117,0.131
5298.940,3.450,0.135
5303.320,3.589,0.138
5307.701,4.334,0.146
5312.082,4.216,0.143
5316.463,3.709,0.138
5320.843,4.503,0.148
5325.224,3.877,0.141
5329.604,3.955,0.142
5333.985,3.925,0.141
5338.365,4.116,0.144
5342.746,3.921,0.142
5347.126,3.452,0.138
5351.506,4.137,0.147
5355.886,3.486,0.140
5360.267,3.813,0.143
5364.647,3.912,0.143
5369.027,3.749,0.140
5373.407,4.082,0.145
5377.787,4.250,0.147
5382.167,4.017,0.145
5386.547,4.055,0.144
5390.926,3.616,0.140
5395.306,3.614,0.139
5399.686,3.635,0.140
5404.066,3.076,0.133
5408.445,4.020,0.144
5412.825,3.711,0.143
5417.205,3.985,0.145
5421.584,3.665,0.142
5425.964,3.734,0.143
5430.343,4.232,0.148
5434.722,3.919,0.145
5439.102,3.924,0.144
5443.481,4.101,0.148
5447.860,3.851,0.145
5452.240,4.178,0.150
5456.619,4.030,0.152
5460.998,4.313,0.161
5465.377,4.205,0.158
5469.756,4.282,0.154
5474.135,4.134,0.148
5478.514,3.979,0.145
5482.893,3.837,0.144
5487.272,4.031,0.146
5491.651,3.950,0.144
5496.030,4.076,0.145
5500.409,4.032,0.145
5504.788,3.549,0.139
5509.166,4.132,0.145
5513.545,4.048,0.144
5517.924,4.214,0.147
5522.302,4.314,0.147
5526.681,4.052,0.144
5531.060,4.078,0.143
5535.438,4.211,0.145
5539.817,4.650,0.150
5544.195,4.678,0.150
5548.574,4.653,0.150
5552.952,4.247,0.146
5557.331,4.342,0.146
5561.709,4.309,0.146
5566.087,4.380,0.147
5570.466,4.257,0.146
