TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.81,-0.36,-0.38
2.53E-03,-0.75,-0.77,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.34,-0.38
2.53E-03,-0.77,-0.75,-0.34,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.36
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.75,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.34,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.73,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.38,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.4
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.38,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.75,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.4
2.53E-03,-0.77,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.38,-0.34
2.53E-03,-0.79,-0.79,-0.34,-0.38
2.53E-03,-0.77,-0.77,-0.34,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.34,-0.36
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.34,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.34,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.34,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.32
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.34,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.38,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.81,-0.79,-0.34,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.81,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.34,-0.36
2.53E-03,-0.79,-0.79,-0.34,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.36
2.53E-03,-0.77,-0.77,-0.34,-0.34
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.75,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.75,-0.36,-0.34
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.4
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.77,-0.79,-0.36,-0.4
2.53E-03,-0.77,-0.77,-0.38,-0.34
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.38,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.75,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.4
2.53E-03,-0.77,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.38,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.38
2.53E-03,-0.77,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.79,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.38,-0.38
2.53E-03,-0.77,-0.75,-0.38,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.38,-0.36
2.53E-03,-0.79,-0.79,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.38
2.53E-03,-0.79,-0.77,-0.38,-0.36
2.53E-03,-0.77,-0.81,-0.36,-0.38
2.53E-03,-0.77,-0.79,-0.38,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.4
2.53E-03,-0.77,-0.77,-0.36,-0.36
2.53E-03,-0.81,-0.81,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.36,-0.4
2.53E-03,-0.77,-0.77,-0.38,-0.36
2.53E-03,-0.81,-0.81,-0.36,-0.4
2.53E-03,-0.79,-0.77,-0.38,-0.36
2.53E-03,-0.79,-0.81,-0.38,-0.38
2.53E-03,-0.79,-0.77,-0.36,-0.36
2.53E-03,-0.79,-0.81,-0.38,-0.38
2.53E-03,-0.81,-0.77,-0.38,-0.34
2.53E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.77,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.79,-0.38,-0.38
2.54E-03,-0.79,-0.75,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.34
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.79,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.75,-0.36,-0.34
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.4,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.75,-0.4,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.34
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.77,-0.77,-0.38,-0.34
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.34
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.34
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.34
2.54E-03,-0.77,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.79,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.4,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.36,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.38
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.38
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.34
2.54E-03,-0.81,-0.81,-0.36,-0.38
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.83,-0.36,-0.4
2.54E-03,-0.79,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.79,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.34
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.81,-0.38,-0.4
2.54E-03,-0.83,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.79,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.83,-0.83,-0.38,-0.38
2.54E-03,-0.81,-0.77,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.38
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.77,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.83,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.34
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.81,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.83,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.83,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.79,-0.83,-0.36,-0.38
2.54E-03,-0.81,-0.81,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.83,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.83,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.38
2.54E-03,-0.81,-0.81,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.38
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.79,-0.81,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.38
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.83,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.83,-0.4,-0.38
2.54E-03,-0.83,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.85,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.36,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.36,-0.36
2.54E-03,-0.81,-0.81,-0.38,-0.38
2.54E-03,-0.81,-0.79,-0.34,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.81,-0.38,-0.34
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.83,-0.79,-0.38,-0.36
2.54E-03,-0.81,-0.83,-0.38,-0.4
2.54E-03,-0.81,-0.79,-0.38,-0.36
